
2012.09.26 21:42

EURCAD, SELL, Diff: 0.00011230, iStochastic Main: 42.89185905, iStochastic Signal: 62.90953158

USDCHF, val2: 0.00000, val3: 0.00000, val4: 0.00000, val5: 0.00000, Bid: 0.94051, Ask: 0.94076, Spread: 25.00000000
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 0, pending_margin: 150, maxorders: 2, hour: 21

USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93935, Ask: 0.93967, Spread: 32.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61606, Ask: 1.61641, Spread: 35.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28689, Ask: 1.28713, Spread: 24.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.713, Ask: 77.737, Spread: 24.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98512, Ask: 0.98555, Spread: 43.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03664, Ask: 1.03690, Spread: 26.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24111, Ask: 1.24158, Spread: 47.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.011, Ask: 100.053, Spread: 42.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51815, Ask: 1.51879, Spread: 64.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.852, Ask: 78.896, Spread: 44.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.593, Ask: 125.646, Spread: 53.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02153, Ask: 1.02200, Spread: 47.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97364, Ask: 0.97437, Spread: 73.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.561, Ask: 80.603, Spread: 42.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.697, Ask: 82.756, Spread: 59.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56086, Ask: 1.56175, Spread: 89.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26801, Ask: 1.26851, Spread: 50.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.044, Ask: 64.093, Spread: 49.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82410, Ask: 0.82451, Spread: 41.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59251, Ask: 1.59311, Spread: 60.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.96003, Ask: 1.96159, Spread: 156.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55851, Ask: 1.55930, Spread: 79.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77409, Ask: 0.77483, Spread: 74.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80794, val3: 0.80903, val4: 0.80737, val5: 0.80851, Bid: 0.81202, Ask: 0.81262, Spread: 60.00000000, Diff: -0.00109046, iStochastic Main: 93.40434, iStochastic Signal: 94.86270, Current Buy
USDCHF CREATE ORDER FALSE NO TRADING
EURUSD CREATE ORDER FALSE NO TRADING
AUDUSD CREATE ORDER FALSE NO TRADING
AUDJPY CREATE ORDER FALSE NO TRADING

2012.09.27 00:15

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 0, pending_margin: 150, maxorders: 2, hour: 21

USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93934, Ask: 0.93967, Spread: 33.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61602, Ask: 1.61637, Spread: 35.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28688, Ask: 1.28711, Spread: 23.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.714, Ask: 77.737, Spread: 23.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98512, Ask: 0.98559, Spread: 47.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03655, Ask: 1.03677, Spread: 22.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24117, Ask: 1.24171, Spread: 54.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.011, Ask: 100.053, Spread: 42.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51816, Ask: 1.51880, Spread: 64.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.854, Ask: 78.896, Spread: 42.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.590, Ask: 125.643, Spread: 53.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02145, Ask: 1.02195, Spread: 50.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97363, Ask: 0.97436, Spread: 73.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.556, Ask: 80.601, Spread: 45.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.698, Ask: 82.752, Spread: 54.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56087, Ask: 1.56170, Spread: 83.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26805, Ask: 1.26858, Spread: 53.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.044, Ask: 64.093, Spread: 49.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82406, Ask: 0.82451, Spread: 45.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59254, Ask: 1.59314, Spread: 60.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.96005, Ask: 1.96153, Spread: 148.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55866, Ask: 1.55937, Spread: 71.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77409, Ask: 0.77478, Spread: 69.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80794, val3: 0.80903, val4: 0.80737, val5: 0.80851, Bid: 0.81202, Ask: 0.81262, Spread: 60.00000000, Diff: -0.00109046, iStochastic Main: 93.40434, iStochastic Signal: 94.86270, Current Buy
USDCHF CREATE ORDER FALSE NO TRADING
EURUSD CREATE ORDER FALSE NO TRADING
AUDUSD CREATE ORDER FALSE NO TRADING
AUDJPY CREATE ORDER FALSE NO TRADING

2012.09.27 00:16

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 1, pending_margin: 150, maxorders: 2, hour: 21

USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93938, Ask: 0.93984, Spread: 46.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61602, Ask: 1.61637, Spread: 35.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28687, Ask: 1.28711, Spread: 24.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.715, Ask: 77.737, Spread: 22.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98512, Ask: 0.98559, Spread: 47.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03656, Ask: 1.03684, Spread: 28.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24108, Ask: 1.24176, Spread: 68.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.013, Ask: 100.057, Spread: 44.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51818, Ask: 1.51902, Spread: 84.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.854, Ask: 78.896, Spread: 42.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.590, Ask: 125.643, Spread: 53.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02148, Ask: 1.02199, Spread: 51.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97366, Ask: 0.97452, Spread: 86.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.556, Ask: 80.601, Spread: 45.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.688, Ask: 82.754, Spread: 66.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56091, Ask: 1.56179, Spread: 88.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26808, Ask: 1.26861, Spread: 53.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.041, Ask: 64.090, Spread: 49.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82405, Ask: 0.82439, Spread: 34.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59256, Ask: 1.59316, Spread: 60.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.96008, Ask: 1.96165, Spread: 157.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55848, Ask: 1.55936, Spread: 88.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77409, Ask: 0.77486, Spread: 77.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80794, val3: 0.80903, val4: 0.80737, val5: 0.80851, Bid: 0.81200, Ask: 0.81259, Spread: 59.00000000, Diff: -0.00109046, iStochastic Main: 93.40434, iStochastic Signal: 94.86270, Current Buy

USDCHF Hour: 21 NO TRADING
EURUSD Hour: 21 NO TRADING
AUDUSD Hour: 21 NO TRADING
AUDJPY Hour: 21 NO TRADING

2012.09.27 00:17

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 1, pending_margin: 150, maxorders: 2, hour: 21

USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93938, Ask: 0.93984, Spread: 46.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61602, Ask: 1.61637, Spread: 35.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28687, Ask: 1.28712, Spread: 25.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.713, Ask: 77.737, Spread: 24.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98520, Ask: 0.98555, Spread: 35.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03655, Ask: 1.03680, Spread: 25.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24122, Ask: 1.24177, Spread: 55.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.013, Ask: 100.054, Spread: 41.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51818, Ask: 1.51902, Spread: 84.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.851, Ask: 78.893, Spread: 42.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.590, Ask: 125.643, Spread: 53.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02146, Ask: 1.02193, Spread: 47.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97371, Ask: 0.97441, Spread: 70.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.553, Ask: 80.596, Spread: 43.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.688, Ask: 82.750, Spread: 62.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56094, Ask: 1.56179, Spread: 85.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26813, Ask: 1.26855, Spread: 42.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.041, Ask: 64.088, Spread: 47.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82404, Ask: 0.82439, Spread: 35.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59259, Ask: 1.59300, Spread: 41.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.96012, Ask: 1.96165, Spread: 153.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55867, Ask: 1.55937, Spread: 70.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77409, Ask: 0.77486, Spread: 77.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80794, val3: 0.80903, val4: 0.80737, val5: 0.80851, Bid: 0.81200, Ask: 0.81260, Spread: 60.00000000, Diff: -0.00109046, iStochastic Main: 93.40434, iStochastic Signal: 94.86270, Current Buy

USDCHF Hour: 21 NO TRADING
EURUSD Hour: 21 NO TRADING
AUDUSD Hour: 21 NO TRADING
AUDJPY Hour: 21 NO TRADING
